"C4R4MNOR"	"C4R4MSCL"	"C4R4MTSC"	"C4R4MTHT"	"C4R4MSET"	"C5R4MNR3"	"C5R4MSCL"	"C5R4MTSC"	"C5R4MTHT"	"C5R4MSET"	"P5MOMCOB"	"P5DADCOB"	"P4MOMCOB"	"P4DADCOB"	"P5MAGEUS"	"P5DAGEUS"	"P4MAGEUS"	"P4DAGEUS"	"P2CHPLAC"	"C1SCTOT"	"W1RACETH"	"P4HISPBD"	"P4ASIABD"	"P4HISPBD.1"	"P5MOMCOB.1"	"P4MOMCOB.1"	"R2_KAGE"	"GENDER"	"P1HFAMIL"	"P2HFAMIL"	"P1HPARNT"	"P2HPARNT"	"P1NUMSIB"	"P2NUMSIB"	"P2INCOME"	"P1HIG_2"	"S2CHCARE"	"U2REPEAT"	"F2CLASS"	"A2ATTOPN"	"P2ATTENP"	"P2PARGRP"	"T2INFMTS"	"C7SPORTS"	"C7ARTS"	"P2NOENGL"	"P4LIBRAR"	"P2MUSEUM"	"P2CONCRT"	"P3ARTSCI"	"P5ZOO"	"P5SPTEVT"	"S2KPUPRI"	"S2KPUPRI.1"	"BYCW0"	"BYPW0"	"BYCPTW0"	"BYCOMW0"	"P1PRIMPK"	"W3RACETH"	"RACE"
"119"	12	55.42	49.227	0.411	0.142	10	103.67	52.56	1.395	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.63	2	3	3	4	4	1	1	17000	-1	1	-2	2	4	2	1	2	NA	NA	2	2	2	2	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	4	1	1
"120"	13	64.1	53.725	0.649	0.142	11	110.02	54.816	1.529	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.73	1	1	1	2	2	1	1	65000	13	1	-2	1	4	2	1	3	2	1	2	2	2	2	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	7	1	1
"122"	11	50.73	46.369	0.263	0.145	7	78.75	43.724	0.993	0.122	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.1	1	1	1	1	1	1	1	32000	13	1	-2	1	4	1	1	3	NA	NA	2	2	2	2	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	2	1	1
"123"	15	74.4	58.025	0.875	0.145	12	120.88	58.909	1.755	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.13	2	1	1	1	1	2	2	89000	13	1	-2	1	4	2	1	3	3	3	2	1	2	2	NA	2	1	1	1	203.32185	208.1001	259.4524	210.54389	4	1	1
"124"	10	50.06	45.932	0.24	0.145	8	91.01	48.186	1.204	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.8	2	2	2	1	1	0	0	75000	13	1	-2	1	4	2	1	3	3	3	2	1	1	1	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	6	1	1
"127"	16	72.41	57.264	0.833	0.144	12	103.65	52.552	1.407	0.125	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.73	2	NA	3	NA	4	NA	1	-8	NA	1	-2	2	4	2	1	3	2	4	2	2	2	2	NA	1	2	1	1	203.32185	0	0	210.54389	NA	1	1
"128"	8	43.12	40.931	-0.032	0.167	2	61.73	35.963	0.591	0.146	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	82.33	1	1	1	1	1	2	1	20000	15	1	-2	1	4	1	1	1	2	1	2	2	2	2	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	5	1	1
"129"	3	25.73	24.126	-0.924	0.204	1	48.74	27.621	0.195	0.177	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.33	1	3	3	4	4	1	1	20000	-1	1	-2	1	4	2	1	1	NA	NA	2	2	2	1	NA	2	2	1	1	203.32185	208.1001	259.4524	210.54389	6	1	1
"130"	4	27.27	26.039	-0.823	0.204	1	58.06	33.869	0.496	0.153	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.87	2	1	1	1	1	1	1	33000	13	1	-2	1	4	2	1	3	2	4	2	2	1	1	NA	1	2	1	1	203.32185	208.1001	259.4524	210.54389	0	1	1
"132"	16	118.51	72.496	1.656	0.215	16	139.99	66.956	2.082	0.15	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	73.17	1	1	1	1	1	2	2	-8	18	1	-2	2	4	1	1	3	NA	NA	2	1	1	1	NA	1	1	1	1	203.32185	208.1001	259.4524	210.54389	4	1	1
"133"	14	68.85	55.825	0.769	0.143	10	113.5	56.091	1.605	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.47	1	2	2	1	1	0	0	49000	13	1	-2	2	4	2	1	3	3	1	2	2	1	1	NA	1	2	1	1	203.32185	208.1001	259.4524	210.54389	0	1	1
"135"	7	33.46	32.588	-0.443	0.167	5	77.78	43.343	0.972	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.4	2	3	1	4	2	1	1	33000	-1	1	NA	1	4	1	1	1	2	1	2	1	1	1	NA	1	1	1	1	203.32185	208.1001	259.4524	210.54389	7	1	1
"136"	6	32.86	32.009	-0.517	0.204	4	68.63	39.44	0.767	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.9	1	1	1	2	2	1	1	18000	13	2	-2	1	5	1	1	1	NA	NA	2	1	2	2	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"137"	12	55.76	49.425	0.425	0.142	12	116.08	57.057	1.583	0.136	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.4	1	1	1	1	1	1	1	30000	14	2	-2	1	5	2	1	1	NA	NA	1	1	2	1	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"138"	14	61.54	52.497	0.58	0.141	9	110.27	54.905	1.506	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.83	1	1	1	2	2	1	3	40000	17	2	-2	1	5	2	1	1	NA	NA	2	2	2	2	NA	2	1	1	1	192.99439	197.52993	192.58135	199.8496	0	1	1
"139"	14	61.43	52.442	0.577	0.141	11	106.2	53.45	1.456	0.118	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	76.5	1	3	3	5	5	1	1	14000	-1	2	-2	1	5	2	1	1	2	1	2	2	2	2	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"141"	8	41.98	40.029	-0.079	0.166	7	82.29	45.068	1.036	0.12	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.97	2	1	1	1	1	2	2	-7	13	2	-2	1	5	1	1	1	3	4	2	1	2	2	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	4	1	1
"142"	12	55.11	49.053	0.4	0.143	6	83.37	45.464	1.049	0.128	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.83	2	1	1	1	1	1	1	19000	13	2	-2	1	4	2	1	-9	2	2	2	2	2	2	NA	2	1	1	1	192.99439	197.52993	192.58135	199.8496	0	1	1
"143"	4	26.34	24.894	-0.896	0.204	1	48.73	27.611	0.193	0.177	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.7	2	1	1	1	1	1	1	-8	11	2	-2	1	4	2	1	-9	1	1	2	2	2	2	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	5	1	1
"144"	12	53.1	47.857	0.334	0.143	8	103.14	52.374	1.382	0.115	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.33	1	1	1	2	2	3	3	-8	13	2	-2	1	4	1	1	-9	NA	NA	2	2	2	1	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	5	1	1
"145"	8	35.98	34.913	-0.393	0.165	5	72.38	41.122	0.827	0.133	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.07	2	4	4	4	4	0	0	3800	-1	2	-2	1	4	2	1	-9	1	3	2	2	2	1	NA	1	2	1	1	192.99439	197.52993	192.58135	199.8496	5	1	1
"146"	9	44.75	42.186	0.034	0.168	6	88.55	47.324	1.144	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.87	1	1	1	1	1	2	2	-8	13	2	-2	1	4	2	1	-9	1	1	2	1	1	1	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	2	1	1
"147"	10	50.76	46.387	0.263	0.145	7	89.79	47.759	1.198	0.116	NA	NA	1	-1	NA	NA	-1	-1	1	-1	3	1	-1	1	NA	1	75.8	2	1	1	2	2	1	1	19000	13	2	-2	1	4	2	1	1	NA	NA	2	2	2	2	NA	NA	NA	1	1	192.99439	197.52993	192.58135	199.8496	6	NA	3
"150"	10	48.29	44.741	0.174	0.147	9	90.22	47.909	1.191	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	81.93	2	1	1	1	1	3	3	35000	13	2	-2	2	5	1	1	1	1	1	2	1	2	2	NA	2	1	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"151"	9	43.42	41.168	-0.018	0.167	3	73.89	41.765	0.859	0.134	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.83	2	1	1	2	2	3	3	35000	13	2	-2	2	5	2	1	1	1	1	2	2	2	2	NA	1	2	1	1	192.99439	197.52993	192.58135	199.8496	7	1	1
"152"	10	45.71	42.901	0.07	0.169	5	78.68	43.694	0.985	0.129	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.53	1	1	1	1	1	2	2	60000	18	2	-2	2	5	2	1	1	1	3	2	2	1	1	NA	2	1	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"153"	12	55.08	49.032	0.4	0.143	15	130.61	62.858	1.912	0.141	1	44	1	-1	-1	0	-1	-1	1	-1	1	-1	-1	-1	1	1	67.9	2	1	1	1	1	2	2	110000	22	2	-2	2	5	2	1	1	2	2	2	2	1	1	NA	2	2	1	1	192.99439	197.52993	192.58135	199.8496	6	1	1
"154"	9	49.92	45.838	0.228	0.172	10	114.86	56.599	1.572	0.122	NA	NA	1	-1	NA	NA	-1	-1	1	-1	8	-1	-1	-1	NA	1	70.83	1	1	1	1	1	1	1	19000	13	2	-2	2	5	2	1	1	3	4	2	1	2	2	NA	NA	NA	1	1	192.99439	197.52993	192.58135	199.8496	4	NA	8
"155"	9	40.58	38.884	-0.138	0.166	2	64.61	37.481	0.676	0.141	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.7	1	1	1	1	1	1	1	23000	13	2	-2	2	4	2	1	-9	1	4	2	2	2	2	NA	1	2	1	1	192.99439	197.52993	192.58135	199.8496	2	1	1
"157"	11	60.37	51.911	0.553	0.142	7	88.76	47.398	1.139	0.122	1	-1	1	-1	-1	-1	-1	-1	1	-1	7	-1	-1	-1	1	1	77.27	2	3	3	7	7	5	5	-8	-1	2	-2	2	4	2	1	-9	3	2	2	2	2	1	NA	1	1	1	1	192.99439	197.52993	192.58135	199.8496	5	7	7
"159"	11	46.07	43.161	0.083	0.149	5	75.06	42.249	0.903	0.131	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	69	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	-9	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	1	691.76173	0	0	0	NA	NA	1
"161"	15	65.18	54.224	0.685	0.142	11	106.21	53.452	1.473	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.07	2	1	1	1	1	2	2	60000	14	2	-2	1	5	1	1	3	2	2	2	2	2	1	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"162"	15	93.52	64.422	1.225	0.165	14	126.86	61.303	1.812	0.141	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.23	1	2	2	1	1	0	0	65000	13	2	-2	2	5	2	1	1	NA	NA	2	2	2	2	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	4	1	1
"163"	15	87.77	62.61	1.124	0.157	12	124.81	60.469	1.791	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.6	2	1	1	1	1	2	2	150000	18	2	-2	1	5	2	1	3	3	3	2	1	2	2	NA	1	1	1	1	233.20155	238.682	232.70247	241.48493	3	1	1
"165"	13	56.15	49.646	0.438	0.142	9	97.77	50.517	1.31	0.114	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.6	2	2	2	1	1	0	0	35000	13	2	-2	2	5	1	1	3	2	1	2	2	2	1	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	5	1	1
"166"	12	55.63	49.349	0.419	0.142	11	109.46	54.613	1.517	0.118	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	84.9	1	1	1	1	1	2	2	33000	13	2	-2	1	5	2	1	3	3	1	2	2	2	2	NA	1	1	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"167"	10	49.61	45.633	0.226	0.146	9	89.76	47.749	1.185	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.63	1	1	1	1	1	1	2	-8	11	2	-2	2	5	2	1	3	1	3	2	2	2	2	NA	1	2	1	1	233.20155	238.682	232.70247	241.48493	7	1	1
"168"	12	54.24	48.542	0.369	0.143	5	81.8	44.882	1.024	0.128	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	83.27	2	1	1	1	1	2	2	-7	13	2	-2	2	5	2	2	1	1	3	2	1	2	1	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"169"	10	48.63	44.976	0.188	0.146	8	82.73	45.228	1.028	0.123	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.9	1	1	1	1	1	1	1	40000	13	2	-2	2	5	1	1	3	1	1	2	2	2	2	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	6	1	1
"170"	12	53.65	48.19	0.351	0.143	7	98.99	50.936	1.295	0.114	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74	1	1	1	1	1	1	1	60000	11	2	-2	2	5	2	1	3	3	1	2	2	2	2	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	4	1	1
"171"	11	55.21	49.108	0.404	0.143	6	90.77	48.102	1.194	0.135	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	72.7	1	4	4	5	5	0	0	-8	-1	2	-2	1	5	2	1	3	3	1	2	2	2	2	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"172"	16	90.66	63.528	1.175	0.161	14	143.48	68.584	2.153	0.155	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	86.93	1	1	1	1	1	2	2	57000	13	2	-2	1	5	2	1	3	NA	NA	2	2	2	2	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	6	1	1
"173"	13	69.67	56.165	0.783	0.143	9	93.75	49.133	1.247	0.122	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.67	1	1	1	1	1	1	1	46000	16	2	-2	1	5	1	1	3	2	4	2	1	2	1	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"175"	12	56.66	49.933	0.455	0.142	13	121.16	59.019	1.703	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.87	2	1	1	1	1	1	1	45000	18	2	-2	1	5	2	1	3	3	1	2	2	2	1	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	6	1	1
"176"	11	44.55	42.034	0.027	0.151	5	85.7	46.312	1.082	0.133	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.03	1	1	1	1	1	1	1	40000	9	2	-2	2	5	2	1	3	3	3	2	2	1	1	NA	1	1	1	1	233.20155	238.682	232.70247	241.48493	1	1	1
"177"	12	58.66	51.021	0.513	0.142	10	93.14	48.924	1.245	0.122	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.87	2	1	1	1	1	1	1	54000	16	2	-2	1	5	1	1	3	2	3	2	1	1	2	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	6	1	1
"178"	15	82.58	60.913	1.039	0.152	13	121.41	59.118	1.691	0.137	1	-1	-9	-1	-1	-1	-1	-1	1	-1	3	-1	-1	-1	1	-9	79.43	1	2	2	2	2	0	0	60000	13	2	-2	2	5	2	1	3	3	3	2	2	2	2	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	6	3	3
"179"	7	45.08	42.43	0.046	0.168	5	76.33	42.765	0.935	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.2	2	1	1	1	1	2	2	-7	13	2	-2	2	5	2	1	3	NA	NA	2	2	1	2	NA	1	2	1	1	233.20155	238.682	232.70247	241.48493	4	1	1
"180"	7	33.13	32.271	-0.495	0.167	4	73.15	41.453	0.84	0.132	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	69.53	1	1	1	1	1	2	2	18000	13	2	-2	1	5	2	1	1	2	1	2	1	2	1	NA	NA	NA	1	1	233.20155	238.682	232.70247	241.48493	4	NA	1
"181"	13	56.91	50.071	0.464	0.142	10	93.36	48.998	1.237	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.63	2	2	2	1	1	0	0	45000	16	2	-2	1	5	2	1	3	3	4	2	2	2	1	NA	2	1	1	1	233.20155	238.682	232.70247	241.48493	0	1	1
"182"	14	60.49	51.968	0.556	0.142	15	135.33	64.877	1.972	0.145	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.1	1	1	1	1	1	1	1	90000	18	2	-2	2	5	2	1	3	3	1	2	2	1	1	NA	2	2	1	1	233.20155	238.682	232.70247	241.48493	6	1	1
"183"	14	68.45	55.657	0.76	0.143	10	110.04	54.821	1.519	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.1	2	2	2	1	1	0	0	45000	16	2	-2	3	4	2	2	1	1	2	2	2	1	1	NA	2	2	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"184"	15	105.5	68.173	1.424	0.184	13	130.8	62.939	1.895	0.141	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	72.9	1	1	1	1	1	1	1	45000	16	2	-2	3	4	2	2	1	NA	NA	2	2	1	1	2	2	1	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"186"	16	105.19	68.072	1.419	0.184	7	101.32	51.743	1.33	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.63	2	1	1	1	1	1	1	1e+05	16	2	-2	3	4	2	2	1	3	2	2	1	2	1	NA	2	1	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"187"	14	94.03	64.583	1.233	0.165	13	118.42	57.953	1.646	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.83	2	1	1	1	1	2	2	150000	22	2	-2	3	4	2	2	1	NA	NA	2	2	1	1	1	1	1	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"188"	NA	NA	NA	NA	NA	9	103.7	52.57	1.402	0.115	1	1	NA	NA	-1	-1	NA	NA	1	-1	NA	NA	NA	NA	1	NA	81.7	1	1	1	1	1	3	3	87000	18	2	-2	3	4	2	2	1	NA	NA	1	NA	1	1	NA	1	1	2	2	80.92994	82.59595	92.81919	99.71115	0	1	1
"189"	15	101.45	66.892	1.355	0.177	17	154.65	74.433	2.465	0.18	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75	2	2	2	1	1	0	0	-8	18	2	-2	3	4	2	1	1	NA	NA	1	2	1	2	1	2	1	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"190"	13	61.4	52.426	0.577	0.141	7	102.59	52.183	1.362	0.117	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.23	1	1	1	1	1	1	1	70000	21	2	-2	3	4	2	2	1	NA	NA	2	1	1	2	NA	2	2	2	2	80.92994	82.59595	92.81919	99.71115	6	1	1
"191"	16	71.14	56.763	0.81	0.144	14	119.61	58.411	1.678	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.53	1	2	2	1	1	0	0	47000	15	1	-2	1	5	1	1	3	3	2	2	1	2	2	NA	2	1	1	1	116.3889	119.12414	116.13981	120.52306	0	1	1
"192"	10	45.81	42.977	0.074	0.149	5	74.79	42.137	0.888	0.131	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.77	2	1	1	1	1	1	1	25000	15	1	-2	1	5	1	2	1	2	3	2	1	2	1	NA	1	1	1	1	116.3889	119.12414	116.13981	120.52306	2	1	1
"193"	14	57.74	50.524	0.487	0.142	10	104.16	52.733	1.413	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.8	2	1	1	1	1	2	2	35000	13	1	-2	1	5	1	1	1	NA	NA	2	2	2	1	NA	2	2	1	1	116.3889	119.12414	116.13981	120.52306	6	1	1
"195"	12	52.61	47.553	0.318	0.144	11	107.11	53.773	1.492	0.116	NA	NA	1	-1	NA	NA	-1	-1	1	-1	6	-1	3	-1	NA	1	69.7	1	1	1	2	2	1	1	40000	13	2	-2	1	2	1	1	1	3	4	2	1	1	1	1	NA	NA	1	1	125.46491	140.05973	135.65857	133.86127	4	NA	6
"197"	14	68.64	55.737	0.766	0.143	12	116.95	57.391	1.617	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.63	1	1	1	1	1	1	1	-7	13	2	-2	1	2	2	1	1	NA	NA	1	2	1	2	2	1	2	1	1	116.3889	106.71951	116.13981	120.52306	4	1	1
"198"	10	42.28	40.266	-0.065	0.154	1	61.47	35.823	0.595	0.146	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.57	1	1	1	1	1	2	2	13000	16	2	-2	1	2	2	1	2	NA	NA	2	2	1	1	1	2	2	1	1	116.3889	106.71951	116.13981	120.52306	5	1	1
"200"	13	60.43	51.941	0.555	0.142	10	104.03	52.684	1.402	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	83	1	1	1	1	1	1	1	37000	13	2	-2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	1	1	116.3889	106.71951	116.13981	120.52306	3	1	1
"203"	9	37.6	36.346	-0.282	0.165	4	71.69	40.819	0.813	0.133	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	79.17	2	1	1	1	1	1	1	-8	13	2	-2	1	2	2	1	1	NA	NA	2	2	2	2	2	NA	NA	1	1	116.3889	106.71951	116.13981	120.52306	0	NA	1
"204"	14	88.35	62.794	1.132	0.158	13	130.08	62.634	1.867	0.141	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	84.13	1	1	1	1	1	1	1	-8	16	2	-2	1	2	2	1	1	NA	NA	2	2	2	2	2	2	2	1	1	116.3889	106.71951	116.13981	120.52306	6	1	1
"205"	15	75.21	58.329	0.895	0.146	15	145.25	69.434	2.218	0.158	-1	1	-9	-1	-1	-1	-1	-1	NA	-1	1	-1	-1	-1	-1	-9	70.77	1	NA	NA	NA	NA	NA	NA	NA	NA	2	-2	1	2	NA	NA	1	NA	NA	NA	2	NA	NA	NA	2	1	1	1	116.3889	0	0	0	NA	1	1
"208"	14	67.33	55.178	0.739	0.142	8	102	51.977	1.35	0.126	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.33	2	1	1	1	1	1	1	33000	16	2	-2	2	2	2	1	1	2	4	2	1	2	1	1	2	2	1	1	116.3889	106.71951	116.13981	120.52306	7	1	1
"209"	15	82.47	60.877	1.037	0.152	13	119.82	58.495	1.656	0.137	1	1	NA	NA	-1	-1	NA	NA	1	-1	NA	NA	NA	NA	1	NA	69.63	2	1	1	1	1	2	2	45000	13	2	-2	2	2	2	2	1	NA	NA	1	NA	2	2	NA	2	1	1	1	116.3889	106.71951	116.13981	120.52306	4	1	1
"211"	3	23.55	21.192	-1.08	0.206	2	48.77	27.639	0.199	0.233	NA	NA	NA	NA	NA	NA	NA	NA	1	-1	1	NA	NA	NA	NA	NA	79.7	1	1	1	1	1	3	3	10000	8	2	-2	2	2	1	2	1	NA	NA	2	NA	1	1	1	NA	NA	1	1	116.3889	106.71951	116.13981	120.52306	5	NA	1
"213"	13	63.39	53.394	0.627	0.142	13	125.62	60.797	1.809	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.37	2	1	1	1	1	1	1	37000	16	2	-2	2	2	1	1	1	2	3	2	1	1	2	2	2	1	1	1	116.3889	106.71951	116.13981	120.52306	8	1	1
"214"	14	74.38	58.018	0.875	0.145	12	105.12	53.068	1.422	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	88.9	2	1	1	1	1	1	1	35000	20	2	-2	2	2	1	1	1	2	4	2	1	2	2	2	1	2	1	1	116.3889	106.71951	116.13981	120.52306	6	1	1
"215"	7	35.05	34.071	-0.388	0.206	1	45.13	24.767	0.057	0.191	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.77	2	2	2	1	1	0	0	-8	13	2	-2	2	2	2	2	1	NA	NA	2	2	2	2	2	2	2	1	1	116.3889	106.71951	116.13981	120.52306	2	1	1
"216"	10	49.24	45.385	0.212	0.146	0	54.85	31.882	0.399	0.16	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	69.47	1	1	3	2	4	2	2	10000	20	2	-2	2	2	1	2	1	NA	NA	2	2	2	2	2	NA	NA	1	1	116.3889	106.71951	116.13981	120.52306	6	NA	1
"217"	9	39.44	37.93	-0.183	0.165	3	65.84	38.102	0.712	0.14	1	-1	NA	NA	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	1	NA	74.73	1	3	NA	4	NA	2	NA	NA	-1	2	-2	2	2	NA	NA	1	1	1	NA	NA	NA	NA	NA	2	2	1	1	116.3889	0	0	120.52306	7	1	1
"218"	6	35.66	34.63	-0.384	0.207	8	86.34	46.54	1.089	0.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	70.2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	-2	-9	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	417.17992	0	0	0	NA	NA	1
"219"	13	63.25	53.327	0.623	0.142	10	102.48	52.145	1.361	0.124	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.7	1	3	3	4	4	2	2	12000	-1	2	-2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	116.3889	106.71951	116.13981	120.52306	5	1	1
